TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,Revenue,Cost,Profit
T00076,2025-05-20,C019,P005,S002,3,0.05,3979.227,3012.27,966.9569999999999
T00077,2025-06-19,C030,P031,S005,2,0.05,2081.868,1644.4,437.46799999999985
T00078,2024-07-24,C037,P015,S001,1,0.05,256.92749999999995,187.6,69.32749999999996
T00079,2024-01-06,C153,P018,S005,3,0.15,2753.7195,2111.4900000000002,642.2294999999999
T00080,2023-11-21,C120,P021,S003,4,0.1,4418.064,3908.36,509.7040000000002
T00081,2024-06-20,C113,P009,S001,5,0.0,615.95,401.8,214.15000000000003
T00082,2023-10-23,C189,P009,S003,5,0.1,554.355,401.8,152.555
T00083,2024-08-16,C024,P039,S002,5,0.0,2704.7000000000003,1991.25,713.4500000000003
T00084,2025-05-28,C148,P038,S001,2,0.15,623.781,570.46,53.32099999999991
T00085,2023-10-13,C072,P014,S002,5,0.15,5706.6875,3989.7000000000003,1716.9874999999997
T00086,2023-09-17,C024,P018,S004,3,0.15,2753.7195,2111.4900000000002,642.2294999999999
T00087,2024-10-17,C083,P036,S001,2,0.1,2702.628,2335.46,367.1680000000001
T00088,2025-05-23,C178,P024,S004,3,0.15,3792.8955,2439.21,1353.6855
T00089,2025-01-31,C117,P049,S001,3,0.1,1048.302,597.9000000000001,450.4019999999998
T00090,2023-11-15,C030,P046,S004,5,0.0,5826.849999999999,4632.75,1194.0999999999995
T00091,2025-07-26,C106,P039,S001,2,0.1,973.6920000000001,796.5,177.19200000000012
T00092,2025-05-06,C161,P049,S004,1,0.05,368.847,199.3,169.54699999999997
T00093,2023-09-23,C141,P048,S002,3,0.15,3101.718,2384.3999999999996,717.3180000000002
T00094,2023-12-24,C032,P019,S001,5,0.05,8373.87,6732.4,1641.4700000000012
T00095,2024-10-13,C080,P030,S005,1,0.15,24.854,15.28,9.574
T00096,2024-06-08,C058,P048,S001,4,0.0,4865.44,3179.2,1686.2399999999998
T00097,2024-03-16,C128,P038,S003,5,0.1,1651.1850000000002,1426.15,225.03500000000008
T00098,2024-08-15,C124,P009,S004,2,0.15,209.423,160.72,48.703
T00099,2024-10-18,C099,P017,S002,5,0.05,5919.022499999999,4167.6,1751.4224999999988
T00100,2025-07-07,C071,P023,S004,3,0.1,5071.869,3044.73,2027.1389999999997
T00101,2025-06-06,C073,P013,S003,5,0.15,4822.9,3375.5,1447.3999999999996
T00102,2025-07-16,C115,P006,S005,4,0.1,1144.98,749.36,395.62
T00103,2024-12-29,C142,P016,S005,4,0.15,6319.75,5804.64,515.1099999999997
T00104,2025-01-18,C049,P032,S002,5,0.15,1295.0175,820.05,474.9675
T00105,2024-01-14,C199,P011,S004,1,0.1,223.713,190.67,33.043000000000006
T00106,2025-01-29,C181,P049,S004,4,0.05,1475.388,797.2,678.1879999999999
T00107,2025-03-07,C010,P010,S002,5,0.1,5373.54,4194.75,1178.79
T00108,2025-08-02,C113,P039,S001,5,0.15,2298.9950000000003,1991.25,307.74500000000035
T00109,2023-11-09,C185,P030,S002,4,0.05,111.112,61.12,49.992
T00110,2024-07-21,C121,P014,S003,3,0.15,3424.0125,2393.82,1030.1924999999997
T00111,2024-03-24,C085,P043,S005,4,0.1,2031.9119999999998,1175.84,856.0719999999999
T00112,2024-01-09,C139,P022,S001,5,0.0,127.85,95.25,32.599999999999994
T00113,2024-10-07,C162,P024,S003,2,0.0,2974.82,1626.14,1348.68
T00114,2025-01-18,C026,P027,S001,4,0.05,4834.474,3810.6,1023.8740000000003
T00115,2025-06-13,C008,P038,S001,3,0.0,1100.79,855.69,245.0999999999999
T00116,2024-02-14,C092,P033,S003,4,0.05,6836.085999999999,5316.6,1519.485999999999
T00117,2024-06-08,C136,P006,S004,5,0.05,1510.7375,936.7,574.0374999999999
T00118,2024-07-01,C045,P037,S001,5,0.15,8298.762499999999,7256.35,1042.4124999999985
T00119,2024-09-16,C128,P033,S005,2,0.05,3418.0429999999997,2658.3,759.7429999999995
T00120,2024-10-26,C164,P024,S003,4,0.1,5354.676,3252.28,2102.396
T00121,2025-03-19,C120,P018,S003,5,0.05,5129.477500000001,3519.15,1610.3275000000008
T00122,2025-01-22,C114,P030,S003,5,0.1,131.57999999999998,76.39999999999999,55.17999999999999
T00123,2025-03-30,C177,P042,S003,4,0.1,1633.0320000000002,1266.52,366.51200000000017
T00124,2024-01-04,C099,P016,S004,1,0.05,1765.8125,1451.16,314.6524999999999
T00125,2024-06-14,C147,P003,S003,5,0.1,1519.335,845.15,674.1850000000001
T00126,2023-10-21,C006,P001,S004,3,0.0,5021.07,3970.1400000000003,1050.9299999999994
T00127,2025-01-29,C156,P022,S004,3,0.05,72.8745,57.150000000000006,15.724499999999992
T00128,2024-09-17,C057,P029,S002,5,0.1,6682.725,4941.549999999999,1741.175000000001
T00129,2024-11-12,C161,P010,S001,1,0.1,1074.7079999999999,838.95,235.7579999999998
T00130,2025-06-29,C009,P003,S005,3,0.05,962.2455,507.09000000000003,455.15549999999996
T00131,2024-01-10,C076,P015,S003,4,0.05,1027.7099999999998,750.4,277.30999999999983
T00132,2025-05-20,C034,P007,S005,3,0.1,3980.124,2292.06,1688.0639999999999
T00133,2024-04-14,C066,P016,S004,3,0.1,5018.625,4353.4800000000005,665.1449999999995
T00134,2024-05-26,C120,P045,S001,2,0.05,3570.2519999999995,2009.12,1561.1319999999996
T00135,2024-08-30,C143,P025,S003,1,0.15,364.7775,258.72,106.05749999999995
T00136,2024-07-12,C068,P037,S005,1,0.15,1659.7525,1451.27,208.48250000000007
T00137,2024-05-26,C173,P024,S003,5,0.15,6321.4925,4065.3500000000004,2256.1425
T00138,2024-01-21,C028,P028,S002,4,0.0,2695.12,1453.32,1241.8
T00139,2023-12-31,C157,P027,S002,1,0.15,1081.3955,952.65,128.7455000000001
T00140,2025-02-03,C167,P030,S004,1,0.05,27.778,15.28,12.498
T00141,2023-11-23,C010,P024,S003,4,0.0,5949.64,3252.28,2697.36
T00142,2024-09-27,C061,P049,S005,2,0.15,660.0419999999999,398.6,261.4419999999999
T00143,2025-08-09,C095,P033,S005,4,0.05,6836.085999999999,5316.6,1519.485999999999
T00144,2023-12-18,C168,P044,S001,4,0.15,4374.2699999999995,3190.16,1184.1099999999997
T00145,2025-03-10,C009,P009,S003,2,0.15,209.423,160.72,48.703
T00146,2024-05-12,C061,P039,S003,1,0.1,486.84600000000006,398.25,88.59600000000006
T00147,2024-09-17,C016,P035,S004,3,0.05,4452.925499999999,3586.8900000000003,866.035499999999
T00148,2024-04-09,C117,P016,S001,2,0.0,3717.5,2902.32,815.1799999999998
T00149,2023-10-16,C086,P014,S002,2,0.05,2551.225,1595.88,955.3449999999998
T00150,2024-08-30,C196,P029,S005,2,0.05,2821.595,1976.62,844.9749999999999
T00151,2024-09-04,C085,P021,S002,5,0.0,6136.2,4885.45,1250.75
T00152,2024-10-21,C038,P044,S002,5,0.1,5789.475,3987.7,1801.7750000000005
T00153,2024-04-20,C029,P006,S001,2,0.0,636.1,374.68,261.42
T00154,2025-07-02,C061,P026,S005,3,0.0,3047.2799999999997,1753.1999999999998,1294.08
T00155,2024-07-25,C068,P014,S001,2,0.15,2282.6749999999997,1595.88,686.7949999999996
T00156,2024-11-19,C191,P008,S001,4,0.15,373.252,282.36,90.892
T00157,2024-09-29,C132,P003,S005,1,0.15,286.9855,169.03,117.9555
T00158,2024-08-22,C158,P023,S001,5,0.1,8453.115,5074.55,3378.5649999999996
T00159,2025-08-03,C165,P042,S001,1,0.15,385.577,316.63,68.947
T00160,2023-10-06,C110,P021,S001,4,0.15,4172.616,3908.36,264.25599999999986
T00161,2025-05-17,C021,P046,S003,5,0.05,5535.507499999999,4632.75,902.7574999999988
T00162,2024-05-03,C033,P029,S003,5,0.1,6682.725,4941.549999999999,1741.175000000001
T00163,2025-03-16,C153,P033,S005,3,0.15,4587.3735,3987.4500000000003,599.9234999999994
T00164,2024-07-28,C026,P003,S001,5,0.05,1603.7425,845.15,758.5925000000001
T00165,2025-08-19,C116,P005,S002,4,0.1,5026.392,4016.36,1010.0319999999997
T00166,2025-01-28,C103,P030,S004,1,0.1,26.316,15.28,11.036
T00167,2023-10-22,C081,P038,S003,3,0.05,1045.7504999999999,855.69,190.06049999999982
T00168,2024-03-11,C018,P022,S001,1,0.0,25.57,19.05,6.52
T00169,2024-08-01,C025,P018,S003,2,0.0,2159.78,1407.66,752.1200000000001
T00170,2024-02-25,C172,P044,S001,4,0.1,4631.58,3190.16,1441.42
T00171,2023-12-23,C185,P035,S001,3,0.1,4218.561,3586.8900000000003,631.6709999999994
T00172,2025-01-18,C027,P045,S005,5,0.05,8925.63,5022.799999999999,3902.83
T00173,2024-09-02,C169,P027,S004,2,0.0,2544.46,1905.3,639.1600000000001
T00174,2025-05-22,C143,P010,S003,1,0.1,1074.7079999999999,838.95,235.7579999999998
T00175,2024-11-27,C110,P006,S005,5,0.0,1590.25,936.7,653.55
T00176,2025-08-13,C008,P012,S002,3,0.1,3221.343,2454.7200000000003,766.6229999999996
T00177,2025-08-17,C090,P023,S001,2,0.05,3569.093,2029.82,1539.273
T00178,2024-04-08,C018,P016,S002,1,0.0,1858.75,1451.16,407.5899999999999
T00179,2024-04-05,C097,P020,S004,4,0.1,1166.112,971.92,194.19200000000012
T00180,2024-06-04,C095,P009,S003,3,0.0,369.57,241.07999999999998,128.49
T00181,2024-06-28,C040,P030,S002,5,0.0,146.2,76.39999999999999,69.8
T00182,2023-12-31,C070,P029,S004,4,0.15,5049.17,3953.24,1095.9300000000003
T00183,2025-05-21,C107,P012,S003,2,0.0,2386.18,1636.48,749.6999999999998
T00184,2024-08-23,C111,P002,S001,3,0.15,2087.8379999999997,1582.8600000000001,504.9779999999996
T00185,2025-07-02,C012,P030,S002,4,0.0,116.96,61.12,55.839999999999996
T00186,2024-06-21,C053,P029,S003,2,0.05,2821.595,1976.62,844.9749999999999
T00187,2024-09-26,C075,P013,S003,1,0.0,1134.8,675.1,459.69999999999993
T00188,2024-04-22,C192,P016,S004,2,0.05,3531.625,2902.32,629.3049999999998
T00189,2025-03-26,C137,P044,S002,5,0.1,5789.475,3987.7,1801.7750000000005
T00190,2025-05-30,C102,P020,S001,4,0.0,1295.68,971.92,323.7600000000001
T00191,2023-09-24,C020,P007,S003,5,0.15,6265.009999999999,3820.1,2444.9099999999994
T00192,2023-10-27,C182,P019,S004,3,0.0,5288.76,4039.44,1249.3200000000002
T00193,2025-01-13,C006,P027,S003,2,0.15,2162.791,1905.3,257.4910000000002
T00194,2023-12-08,C023,P010,S004,1,0.05,1134.4139999999998,838.95,295.4639999999997
T00195,2025-06-07,C151,P016,S004,5,0.0,9293.75,7255.8,2037.9499999999998
T00196,2024-09-07,C080,P011,S003,2,0.1,447.426,381.34,66.08600000000001
T00197,2024-05-23,C020,P025,S005,1,0.05,407.69249999999994,258.72,148.9724999999999
T00198,2025-03-14,C090,P025,S002,2,0.0,858.3,517.44,340.8599999999999
T00199,2025-08-05,C066,P025,S002,2,0.05,815.3849999999999,517.44,297.9449999999998
T00200,2023-11-30,C046,P044,S004,4,0.15,4374.2699999999995,3190.16,1184.1099999999997
T00201,2023-09-27,C161,P042,S003,2,0.15,771.154,633.26,137.894
T00202,2024-01-04,C121,P027,S004,3,0.1,3435.021,2857.95,577.0710000000004
T00203,2024-01-08,C091,P017,S005,1,0.1,1121.499,833.52,287.97900000000004
T00204,2025-07-24,C116,P050,S001,1,0.1,940.1760000000002,775.07,165.1060000000001
T00205,2025-04-19,C020,P004,S001,5,0.15,7878.5225,6817.6,1060.9224999999997
T00206,2023-10-14,C149,P043,S005,1,0.15,479.75699999999995,293.96,185.79699999999997
T00207,2023-10-30,C083,P035,S005,4,0.05,5937.234,4782.52,1154.714
T00208,2025-03-21,C116,P004,S001,3,0.0,5561.3099999999995,4090.56,1470.7499999999995
T00209,2025-03-01,C011,P028,S002,4,0.15,2290.852,1453.32,837.5319999999999
T00210,2024-08-02,C094,P021,S003,3,0.15,3129.462,2931.27,198.192
T00211,2025-04-08,C199,P023,S003,5,0.0,9392.35,5074.55,4317.8
T00212,2025-06-16,C017,P045,S003,1,0.15,1597.2179999999998,1004.56,592.6579999999999
T00213,2024-11-28,C065,P008,S005,2,0.1,197.604,141.18,56.42400000000001
T00214,2024-10-10,C150,P025,S002,3,0.1,1158.705,776.1600000000001,382.54499999999985
T00215,2025-06-10,C034,P034,S005,1,0.1,385.245,246.07,139.175
T00216,2024-08-22,C165,P031,S003,2,0.0,2191.44,1644.4,547.04
T00217,2024-12-27,C131,P048,S003,1,0.1,1094.724,794.8,299.924
T00218,2024-03-10,C047,P048,S002,3,0.15,3101.718,2384.3999999999996,717.3180000000002
T00219,2025-04-04,C058,P035,S002,2,0.0,3124.86,2391.26,733.5999999999999
T00220,2024-04-18,C026,P021,S005,5,0.0,6136.2,4885.45,1250.75
T00221,2025-07-29,C197,P002,S005,2,0.15,1391.892,1055.24,336.65200000000004
T00222,2025-04-07,C042,P045,S002,5,0.05,8925.63,5022.799999999999,3902.83
T00223,2025-08-13,C012,P046,S004,3,0.05,3321.3044999999997,2779.6499999999996,541.6545000000001
T00224,2025-06-24,C157,P017,S003,4,0.05,4735.218,3334.08,1401.138
T00225,2023-11-30,C080,P020,S004,2,0.1,583.056,485.96,97.09600000000006
T00226,2024-05-18,C119,P020,S003,4,0.15,1101.328,971.92,129.40800000000002
T00227,2024-08-25,C052,P032,S005,2,0.1,548.478,328.02,220.45799999999997
T00228,2024-06-13,C165,P026,S004,3,0.0,3047.2799999999997,1753.1999999999998,1294.08
T00229,2025-07-12,C073,P042,S001,2,0.1,816.5160000000001,633.26,183.25600000000009
T00230,2024-12-05,C132,P022,S002,4,0.0,102.28,76.2,26.08
T00231,2025-06-20,C116,P046,S003,1,0.15,990.5644999999998,926.55,64.01449999999988
T00232,2025-01-26,C102,P038,S005,3,0.05,1045.7504999999999,855.69,190.06049999999982
T00233,2024-08-11,C021,P050,S003,2,0.0,2089.28,1550.14,539.1400000000001
T00234,2025-04-18,C026,P021,S003,2,0.05,2331.756,1954.18,377.5759999999998
T00235,2025-08-10,C074,P007,S004,2,0.15,2506.004,1528.04,977.9639999999999
T00236,2024-01-27,C158,P050,S001,1,0.0,1044.64,775.07,269.57000000000005
T00237,2024-05-08,C056,P039,S002,5,0.15,2298.9950000000003,1991.25,307.74500000000035
T00238,2023-09-27,C199,P023,S003,2,0.1,3381.246,2029.82,1351.4260000000002
T00239,2024-04-27,C013,P014,S002,4,0.15,4565.349999999999,3191.76,1373.5899999999992
T00240,2024-09-03,C029,P018,S004,5,0.0,5399.450000000001,3519.15,1880.3000000000006
T00241,2024-10-28,C184,P034,S002,3,0.15,1091.5275000000001,738.21,353.3175000000001
T00242,2025-03-30,C158,P015,S003,2,0.15,459.765,375.2,84.565
T00243,2025-09-03,C171,P044,S001,5,0.1,5789.475,3987.7,1801.7750000000005
T00244,2024-04-09,C135,P002,S005,5,0.0,4093.8,2638.1,1455.7000000000003
T00245,2024-09-14,C121,P011,S001,4,0.1,894.852,762.68,132.17200000000003
T00246,2024-06-03,C192,P030,S001,3,0.0,87.72,45.839999999999996,41.88
T00247,2024-12-07,C062,P022,S001,5,0.1,115.065,95.25,19.814999999999998
T00248,2023-11-17,C012,P035,S003,5,0.1,7030.935,5978.150000000001,1052.7849999999999
T00249,2025-02-02,C200,P039,S004,4,0.05,2055.572,1593.0,462.5720000000001
T00250,2025-07-08,C017,P037,S004,1,0.1,1757.3850000000002,1451.27,306.11500000000024
T00251,2024-08-03,C012,P022,S002,1,0.1,23.013,19.05,3.963000000000001
T00252,2024-03-20,C132,P046,S004,5,0.15,4952.822499999999,4632.75,320.0724999999993
T00253,2024-02-20,C010,P004,S002,3,0.1,5005.179,4090.56,914.6190000000001
T00254,2025-03-16,C168,P046,S003,3,0.0,3496.1099999999997,2779.6499999999996,716.46
T00255,2024-11-11,C112,P039,S004,4,0.15,1839.1960000000001,1593.0,246.19600000000014
T00256,2024-09-29,C048,P015,S004,4,0.1,973.62,750.4,223.22000000000003
T00257,2024-10-18,C022,P040,S004,1,0.15,1483.7685,1322.44,161.32849999999985
T00258,2025-03-27,C140,P046,S003,3,0.0,3496.1099999999997,2779.6499999999996,716.46
T00259,2025-05-10,C084,P011,S003,3,0.15,633.8535,572.01,61.84350000000006
T00260,2025-02-26,C043,P024,S004,3,0.15,3792.8955,2439.21,1353.6855
T00261,2023-11-16,C187,P030,S003,5,0.15,124.26999999999998,76.39999999999999,47.86999999999999
T00262,2024-08-04,C164,P039,S001,1,0.15,459.79900000000004,398.25,61.549000000000035
T00263,2024-10-03,C132,P035,S002,1,0.05,1484.3085,1195.63,288.6785
T00264,2025-02-19,C009,P037,S002,1,0.05,1855.0175,1451.27,403.74749999999995
T00265,2025-05-01,C093,P044,S004,5,0.0,6432.75,3987.7,2445.05
T00266,2024-05-23,C174,P014,S004,3,0.1,3625.425,2393.82,1231.605
T00267,2023-10-11,C196,P009,S001,5,0.05,585.1525,401.8,183.35250000000002
T00268,2025-01-23,C102,P016,S003,3,0.05,5297.4375,4353.4800000000005,943.9574999999995
T00269,2024-05-23,C007,P046,S002,4,0.15,3962.2579999999994,3706.2,256.05799999999954
T00270,2024-02-24,C068,P023,S003,4,0.05,7138.186,4059.64,3078.546
T00271,2025-06-20,C178,P040,S004,2,0.0,3491.22,2644.88,846.3399999999997
T00272,2024-12-03,C019,P002,S004,2,0.15,1391.892,1055.24,336.65200000000004
T00273,2023-10-20,C175,P014,S003,3,0.0,4028.25,2393.82,1634.4299999999998
T00274,2023-11-11,C077,P002,S002,2,0.1,1473.768,1055.24,418.528
T00275,2025-07-03,C032,P043,S002,2,0.05,1072.398,587.92,484.47799999999995
T00276,2023-10-13,C007,P031,S003,5,0.1,4930.740000000001,4111.0,819.7400000000007
T00277,2024-07-16,C142,P035,S002,5,0.0,7812.150000000001,5978.150000000001,1834.0
T00278,2024-10-10,C080,P036,S004,4,0.15,5104.964,4670.92,434.04399999999987
T00279,2025-07-13,C148,P012,S001,2,0.1,2147.562,1636.48,511.0819999999999
T00280,2025-02-05,C116,P020,S004,5,0.1,1457.64,1214.8999999999999,242.74000000000024
T00281,2024-10-14,C200,P047,S005,5,0.05,5686.6050000000005,3613.7,2072.9050000000007
T00282,2025-03-09,C111,P023,S005,1,0.0,1878.47,1014.91,863.5600000000001
T00283,2024-07-12,C078,P026,S002,2,0.1,1828.368,1168.8,659.568
T00284,2024-06-07,C089,P022,S005,3,0.0,76.71000000000001,57.150000000000006,19.560000000000002
T00285,2024-07-01,C051,P009,S005,3,0.05,351.0915,241.07999999999998,110.01150000000001
T00286,2023-10-11,C158,P050,S005,1,0.05,992.408,775.07,217.33799999999997
T00287,2024-07-11,C044,P048,S005,5,0.1,5473.62,3974.0,1499.62
T00288,2024-04-16,C008,P041,S001,1,0.1,1471.509,1043.29,428.21900000000005
T00289,2024-05-25,C197,P001,S005,4,0.0,6694.76,5293.52,1401.2399999999998
T00290,2024-10-07,C161,P001,S005,3,0.1,4518.963,3970.1400000000003,548.8229999999994
T00291,2025-06-12,C063,P043,S004,3,0.15,1439.2709999999997,881.8799999999999,557.3909999999998
T00292,2024-07-02,C177,P041,S001,2,0.15,2779.517,2086.58,692.9369999999999
T00293,2025-05-25,C124,P005,S004,2,0.1,2513.196,2008.18,505.01599999999985
T00294,2025-03-20,C081,P015,S003,3,0.15,689.6474999999999,562.8,126.84749999999997
T00295,2025-04-29,C195,P020,S003,5,0.0,1619.6000000000001,1214.8999999999999,404.7000000000003
T00296,2025-05-21,C062,P004,S004,1,0.1,1668.393,1363.52,304.87300000000005
T00297,2024-10-04,C064,P017,S002,1,0.0,1246.11,833.52,412.5899999999999
T00298,2024-08-21,C099,P009,S005,4,0.05,468.12199999999996,321.44,146.68199999999996
T00299,2023-11-21,C084,P027,S005,3,0.05,3625.8554999999997,2857.95,767.9054999999998
T00300,2023-11-15,C128,P011,S005,4,0.15,845.1379999999999,762.68,82.45799999999997
T00301,2024-12-07,C128,P032,S001,1,0.15,259.0035,164.01,94.99349999999998
T00302,2024-12-11,C062,P014,S002,5,0.1,6042.375,3989.7000000000003,2052.6749999999997
T00303,2025-09-09,C013,P017,S003,4,0.15,4236.773999999999,3334.08,902.6939999999995
T00304,2024-06-08,C138,P014,S001,1,0.15,1141.3374999999999,797.94,343.3974999999998
T00305,2024-10-08,C068,P029,S003,4,0.1,5346.18,3953.24,1392.9400000000005
T00306,2024-10-17,C103,P001,S001,5,0.05,7950.0275,6616.900000000001,1333.1274999999996
T00307,2025-07-14,C142,P012,S003,1,0.15,1014.1264999999999,818.24,195.88649999999984
T00308,2024-11-23,C196,P023,S005,3,0.0,5635.41,3044.73,2590.68
T00309,2024-04-07,C025,P049,S004,3,0.1,1048.302,597.9000000000001,450.4019999999998
T00310,2023-11-28,C194,P010,S002,2,0.15,2030.0039999999997,1677.9,352.1039999999996
T00311,2024-07-01,C012,P031,S001,2,0.1,1972.296,1644.4,327.89599999999996
T00312,2025-01-08,C133,P024,S004,2,0.05,2826.079,1626.14,1199.939
